feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,value
0.054362,0.1248,0.095942,0.2163,0.22527,0.26612,0.25471,0.07251,0.072591,0.23244,0.26801,0.093246,0.048318,0.49374,0.33999,0.076674,0.13996,0.50585,0.27681,2.9155,1.2754,2.5094,0.78394,1.2948,0.6081,1.6338,1.0685,0.89049,0.2079,1.1991,0.52865,0.62344,0.050145,0.19313,0.077475,0.59577,0.31426,0.60108,0.24652,0.24695,0.15419,0.31901,0.21384,0.21361,0.052273,0.41475,0.19589,0.15096,0.083568,0.15202,0.05829,0.33485,0.36268,0.4006,0.26782,0.097889,0.12387,0.3227,0.46361,0.12734,0.075829,0.77587,0.4457,0.11413,9.577,11.804,11.741,11.691,4.8467,11.905,11.258,10.357,9.6698,11.971,12.079,13.561,2.2956,10.505,4.3373,9.2958,9.3714,11.346,11.361,10.918,4.128,11.028,10.356,10.071,9.4211,11.083,11.183,13.215,2.1307,8.9197,3.2199,9.0342,8
0.082477,0.087652,0.10038,0.14979,0.20448,0.25274,0.16793,0.055094,0.10693,0.23139,0.35478,0.099126,0.038354,0.46833,0.21972,0.092599,0.36092,1.5543,0.33025,1.1561,0.78294,0.77016,0.23007,0.69586,0.82434,1.4062,3.3648,1.0801,0.14263,1.1265,0.67207,0.23618,0.10713,0.29832,0.11799,0.29277,0.24911,0.25999,0.10761,0.17328,0.16295,0.29177,0.34057,0.20658,0.061394,0.50827,0.24339,0.09908,0.10758,0.14046,0.092204,0.22624,0.30513,0.3243,0.20374,0.072915,0.1407,0.35381,0.43939,0.10103,0.058354,0.72647,0.29892,0.17917,9.5772,11.633,11.786,11.459,4.813,12.035,10.959,10.347,9.7059,12.075,12.379,13.556,2.2432,10.534,4.0516,9.4123,9.2744,11.322,11.367,10.988,4.1417,11.078,10.356,10.149,9.3706,11.337,11.181,13.189,2.1088,8.9755,3.3159,9.1224,8
0.21124,0.24262,0.2691,0.14286,0.208,0.16092,0.24525,0.15222,0.36433,0.15177,0.18532,0.11691,0.061083,0.26553,0.082422,0.18702,1.4894,0.62781,3.7426,1.4509,0.43975,0.37385,1.4854,1.3431,0.62616,0.36246,0.52605,0.46912,0.73204,0.50582,0.40215,0.86519,0.37719,0.18507,0.81841,0.28287,0.18141,0.096915,0.3219,0.28582,0.2191,0.14223,0.20579,0.17138,0.1388,0.25738,0.11174,0.20126,0.35621,0.41952,0.3479,0.15046,0.23136,0.16059,0.18145,0.21692,0.73144,0.17417,0.27367,0.15377,0.0899,0.38553,0.11944,0.14909,9.6376,12.209,12.64,12.627,6.1908,11.581,10.92,11.07,9.6609,12.854,12.345,13.609,2.4234,11.085,4.4178,10.527,8.9166,11.446,11.707,12.065,5.4674,10.988,9.9861,10.42,8.7162,12.23,11.721,13.208,2.2076,10.169,4.1439,9.6857,9
0.12273,0.08632,0.15022,0.11009,0.10304,0.13411,0.095768,0.21031,0.24334,0.182,0.13528,0.11981,0.052104,0.5876,0.093061,0.091489,0.2091,0.61504,1.245,0.53439,0.38257,0.65684,0.68749,0.57194,3.0517,0.39134,1.2374,0.3101,0.47395,1.022,0.2858,0.16753,0.090512,0.15953,0.27704,0.15741,0.095013,0.2291,0.15442,0.21924,0.37851,0.15083,0.25128,0.15062,0.15059,0.32672,0.093721,0.073258,0.18813,0.082202,0.1775,0.16964,0.15731,0.16967,0.16978,0.37123,0.15331,0.25503,0.21058,0.19903,0.07157,1.101,0.17164,0.14383,9.8936,12.264,12.567,12.671,6.062,12.049,11.014,11.565,10.245,12.667,12.145,13.528,2.3577,11.071,4.4078,10.526,9.4649,11.929,11.999,12.288,5.7194,11.542,10.711,10.889,9.3456,12.065,11.698,13.146,2.161,9.4616,4.1065,10.185,9
0.1263,0.12654,0.12414,0.19226,0.11802,0.10854,0.073989,0.19192,0.14216,0.088164,0.055932,0.030479,0.037227,0.27622,0.039309,0.058449,1.2838,0.78526,1.7933,0.5974,0.41834,1.0979,0.35812,1.5273,0.25425,0.23541,0.32559,0.13628,0.16552,0.78752,0.18422,0.20978,0.28915,0.30036,0.31642,0.18282,0.14558,0.25406,0.149,0.42817,0.091534,0.10356,0.092849,0.063673,0.064663,0.27837,0.07461,0.070264,0.15206,0.2054,0.12953,0.32775,0.12713,0.14071,0.094928,0.33032,0.2616,0.14534,0.099873,0.040766,0.052886,0.42303,0.057273,0.097245,9.8989,12.225,12.734,12.784,6.1171,12.024,11.058,11.432,9.7732,12.577,12.139,13.409,2.3731,11.02,4.405,10.404,9.4795,11.781,12.242,12.115,5.6503,11.567,10.791,10.802,9.3321,12.288,11.953,13.292,2.2359,10.059,4.2538,10.182,9
0.13991,0.084949,0.13325,0.17444,0.063527,0.15726,0.059895,0.068847,0.15796,0.11512,0.087254,0.097864,0.045824,0.22476,0.037695,0.19478,0.37259,0.27583,1.1559,2.2797,0.23769,0.86976,0.18436,0.2559,0.8038,0.41309,0.30501,0.32105,0.11231,0.73444,0.17816,0.20003,0.1508,0.1109,0.27346,0.327,0.095472,0.18926,0.063177,0.093652,0.20684,0.14163,0.13542,0.10453,0.054447,0.26624,0.075963,0.091533,0.16263,0.1071,0.13962,0.15001,0.10959,0.24705,0.046677,0.085153,0.21533,0.14661,0.10292,0.1221,0.070269,0.27347,0.044112,0.33548,10.079,12.24,12.717,12.761,6.0915,12.034,10.987,11.269,9.7053,12.567,12.133,13.369,2.3908,10.924,4.3991,10.317,9.5338,11.872,12.197,12.117,5.8854,11.498,10.758,11,9.0624,12.157,11.803,13.028,2.2297,10.135,4.2516,9.756,9
0.085269,0.097025,0.1017,0.10311,0.09154,0.10045,0.067032,0.17692,0.093685,0.067572,0.055257,0.023009,0.064277,0.23679,0.062067,0.14053,0.97541,0.29229,0.19712,0.36347,0.52868,0.52182,0.30672,2.9588,0.54696,0.18301,0.58008,0.069727,0.28504,0.9036,0.27424,0.49521,0.20388,0.088026,0.088738,0.11147,0.14651,0.13594,0.097579,0.72482,0.11355,0.08056,0.11629,0.029532,0.062865,0.37646,0.10327,0.13164,0.10897,0.092866,0.15177,0.16539,0.15024,0.1615,0.12469,0.1775,0.11599,0.089984,0.084599,0.028249,0.065567,0.33557,0.074165,0.19582,9.9381,12.268,12.585,12.733,6.0901,12.003,11.034,11.338,9.6051,12.567,12.157,13.36,2.3904,11.163,4.4232,10.083,9.6388,11.938,12.248,12.375,5.7894,11.679,10.822,10.682,9.2886,12.326,11.952,13.277,2.153,10.376,4.1806,9.6548,9
0.10244,0.097383,0.14792,0.24483,0.11927,0.10188,0.082277,0.095348,0.32817,0.099076,0.075191,0.0389,0.049973,0.25458,0.076054,0.08368,0.3203,0.2949,2.7552,1.8171,0.29886,0.37676,1.1352,0.82204,1.1003,0.51853,0.34028,0.11318,0.4481,0.68161,0.28948,0.35414,0.12091,0.10641,0.56742,0.50768,0.14025,0.13964,0.25092,0.19958,0.25525,0.12758,0.10641,0.05474,0.097753,0.29067,0.10689,0.092324,0.10973,0.11542,0.24407,0.31282,0.22339,0.12293,0.1238,0.14254,0.48957,0.15685,0.076718,0.051808,0.074889,0.34227,0.077192,0.14248,9.9442,12.105,12.564,12.858,6.0792,11.964,11.115,11.135,9.9484,12.573,12.168,13.35,2.3829,11.199,4.3424,9.8411,9.5852,11.748,12.076,12.007,5.6992,11.536,10.842,10.827,8.9163,12.22,11.856,13.188,2.2125,10.313,4.0669,9.5638,9
0.084224,0.094315,0.080055,0.12588,0.085276,0.1191,0.06678,0.13923,0.20048,0.15399,0.070035,0.08134,0.049141,0.43537,0.066083,0.14345,0.72616,0.28678,0.53023,0.31124,0.26819,0.4747,0.86367,1.3539,0.57653,0.67086,0.35436,1.7477,0.087455,1.7229,0.71638,0.38115,0.15461,0.12786,0.12612,0.13412,0.12001,0.16952,0.23171,0.29187,0.16184,0.18741,0.11835,0.32862,0.036256,0.46619,0.17437,0.15135,0.16849,0.1156,0.073079,0.15669,0.085172,0.13795,0.10478,0.14714,0.16974,0.23687,0.085924,0.13373,0.062268,0.75181,0.11871,0.20366,9.9538,12.1,12.542,12.845,6.1287,11.825,10.924,11.25,9.7679,12.518,12.125,13.367,2.3829,11.407,4.296,9.8208,9.6992,11.744,12.229,12.363,5.8099,11.394,10.653,10.727,9.0688,12.018,11.865,13.082,2.2074,9.9692,4.0856,9.3119,9
0.23138,0.10497,0.077559,0.16534,0.17717,0.27358,0.11087,0.17284,0.053121,0.044307,0.071892,0.064144,0.046982,0.25505,0.13534,0.063186,0.99615,0.91939,0.39958,0.47349,0.47444,0.63295,1.3553,0.34135,0.84067,0.234,0.59635,0.28028,0.093893,2.2643,0.59489,0.23508,0.23026,0.2217,0.11762,0.17047,0.15811,0.16368,0.37116,0.073318,0.14319,0.081321,0.12372,0.096041,0.04744,0.58756,0.17208,0.10743,0.26469,0.11855,0.14536,0.16144,0.21758,0.47892,0.096855,0.34819,0.050792,0.064717,0.1139,0.057057,0.058284,0.35786,0.24798,0.10416,12.012,12.703,12.762,12.478,5.4349,13.23,11.529,11.29,10.604,13.321,12.98,14.254,2.5075,11.63,5.2382,11.329,11.259,12.322,12.482,11.884,4.6377,12.257,11.083,10.84,10.389,13.155,12.712,14.01,2.2962,10.743,4.8208,11.115,10
0.14169,0.12739,0.11574,0.076676,0.13979,0.17574,0.11052,0.072326,0.073836,0.095217,0.062442,0.037143,0.067476,0.22594,0.06827,0.10601,0.34068,0.60018,0.37264,0.1801,0.29741,0.45319,1.2646,0.29116,0.72774,0.32278,0.34655,0.11805,0.44462,0.41379,0.65572,0.44625,0.11102,0.18036,0.12826,0.089648,0.12495,0.17449,0.26728,0.098846,0.1482,0.093345,0.12329,0.046383,0.091998,0.20043,0.14059,0.13872,0.20074,0.1316,0.21744,0.13041,0.16186,0.26808,0.1668,0.10248,0.10869,0.15002,0.089279,0.038782,0.13924,0.37583,0.095406,0.16708,11.677,12.968,12.791,12.2,5.1703,12.702,11.45,11.136,10.72,13.407,12.922,14.096,2.5665,11.481,5.1244,11.402,11.187,12.534,12.438,11.938,4.6123,12.1,11.066,10.843,10.455,13.055,12.66,13.955,2.3721,10.764,4.8498,11.069,10
0.080061,0.10134,0.084731,0.1582,0.10334,0.12462,0.13442,0.048162,0.095438,0.086218,0.072329,0.08324,0.044047,0.10579,0.10593,0.052458,0.44408,0.43637,0.47657,0.54748,0.78166,2.7975,2.7395,0.42916,1.1905,0.30139,0.92824,0.98475,0.22155,0.40992,0.62888,0.22464,0.10923,0.16635,0.13015,0.23113,0.1815,0.32216,0.55214,0.10392,0.17143,0.099498,0.22912,0.2174,0.038946,0.10978,0.10202,0.067729,0.072031,0.13799,0.1348,0.24268,0.15489,0.11525,0.18123,0.064797,0.11722,0.055205,0.090995,0.049154,0.056215,0.20126,0.047576,0.077174,11.391,12.881,12.77,12.278,5.0747,12.563,11.402,11.172,10.838,13.504,12.939,14.227,2.4663,11.326,5.2973,11.386,11.12,12.501,12.478,11.743,4.7007,12.098,10.879,10.985,10.452,13.169,12.671,13.857,2.3172,11.009,4.7824,11.188,10
0.137,0.082972,0.11077,0.10159,0.080475,0.082748,0.027862,0.068264,0.10305,0.027714,0.053394,0.079619,0.023271,0.13585,0.077749,0.049687,0.49832,0.37863,0.45604,0.19487,0.43793,0.43677,0.10155,0.35213,0.44635,0.18704,0.27519,1.354,0.10869,0.3813,0.20884,0.075037,0.18498,0.1273,0.16786,0.086047,0.12765,0.13516,0.03648,0.11327,0.13701,0.054798,0.076389,0.40793,0.033531,0.1468,0.073754,0.037658,0.15126,0.097367,0.12378,0.1642,0.091511,0.13686,0.03362,0.072907,0.13505,0.031723,0.084518,0.09296,0.022008,0.13733,0.10788,0.078901,11.652,12.798,12.672,12.124,5.0117,12.516,11.238,11.189,10.751,13.377,12.896,14.236,2.4257,11.483,5.075,11.474,11.156,12.473,12.25,11.784,4.7007,12.235,11.103,10.915,10.402,13.269,12.711,13.931,2.3361,10.959,4.7803,11.295,10
0.13492,0.15772,0.19981,0.19245,0.07617,0.14126,0.047544,0.10731,0.050999,0.066543,0.058127,0.077,0.036477,0.12696,0.055713,0.034135,0.53041,1.4042,2.3155,0.83391,0.45022,0.35132,0.25065,0.43496,0.17899,0.22878,0.24096,0.32986,0.13177,0.45821,0.15414,0.23611,0.16036,0.29018,0.5533,0.24195,0.11994,0.10937,0.069669,0.13666,0.06538,0.084589,0.10264,0.096192,0.0394,0.21937,0.051269,0.070141,0.2163,0.25843,0.12078,0.18589,0.10422,0.25762,0.072872,0.14204,0.049841,0.086846,0.073736,0.065083,0.073959,0.21985,0.073723,0.050081,11.547,12.858,12.902,12.537,5.0319,12.549,11.366,11.24,10.895,13.437,12.992,14.308,2.424,11.7,5.1158,11.562,11.037,12.282,12.133,11.77,4.7352,12.107,11.194,10.838,10.711,13.196,12.773,14.023,2.3165,11.271,4.9088,11.42,10
0.13343,0.10583,0.12112,0.1882,0.095912,0.078701,0.12184,0.24204,0.070268,0.20345,0.16607,0.093748,0.042287,0.37374,0.19229,0.17974,0.66475,0.1826,1.4342,2.0054,0.26117,0.54637,0.41406,0.68719,0.23702,0.39211,0.4187,0.72869,0.13463,0.81249,0.33547,0.25406,0.19974,0.089214,0.27463,0.55024,0.10496,0.14365,0.14784,0.15804,0.063434,0.15711,0.16569,0.17792,0.053838,0.27398,0.12678,0.10462,0.20343,0.10973,0.16611,0.25791,0.13193,0.089016,0.13202,0.4778,0.13892,0.4213,0.19514,0.14032,0.066505,0.70172,0.33003,0.33843,11.546,12.909,12.995,12.614,5.0997,12.223,11.33,11.242,10.803,13.434,12.995,14.281,2.4663,11.699,5.0569,11.604,11.031,12.35,12.555,11.967,4.7352,11.918,10.877,10.562,10.593,12.873,12.44,13.925,2.3142,10.596,4.4686,11.093,10
0.09847,0.10044,0.13543,0.2175,0.047826,0.075308,0.08947,0.11045,0.081737,0.065382,0.083043,0.034804,0.036784,0.1737,0.080476,0.040277,0.33348,0.83207,1.907,3.1408,0.43861,0.6676,0.52136,0.51259,0.29499,0.36474,0.32646,0.4691,0.26237,0.94143,0.53257,0.16197,0.12387,0.17976,0.42171,0.4804,0.10704,0.14549,0.15911,0.14229,0.10173,0.087535,0.1438,0.11272,0.065445,0.25706,0.11436,0.065901,0.10839,0.1,0.17997,0.18241,0.082371,0.11207,0.081964,0.082325,0.098487,0.055194,0.13401,0.040462,0.050373,0.24461,0.092747,0.053746,11.424,12.914,12.954,12.753,5.1215,12.251,11.528,11.216,10.77,13.214,12.982,14.181,2.4243,11.452,4.8481,11.421,11.083,12.495,12.461,11.878,4.9678,11.991,11.149,10.786,10.464,12.957,12.685,13.993,2.2899,10.873,4.5551,11.266,10
